Day,metric_type,zone,country,Min,Max,Average,Month,Country,2021 carbon stock (million t),Norm Min,Norm Max,Norm Average,Average Score,Total Average Score,Max Score,Min Score
01 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.02,1.15,0.2,9,Ukraine,826.4796,2.4199024392132608e-05,0.0013914439025476248,0.00024199024392132607,1,2.7,3,1
08 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.01,0.97,0.16,9,Ukraine,826.4796,1.2099512196066304e-05,0.0011736526830184314,0.00019359219513706086,1,2.3,2,1
15 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.01,0.36,0.12,9,Ukraine,826.4796,1.2099512196066304e-05,0.00043558243905838693,0.00014519414635279562,1,2.3,2,1
22 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.0,0.63,0.13,9,Ukraine,826.4796,0.0,0.0007622692683521772,0.00015729365854886195,1,2.5,2,1
29 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.01,0.49,0.12,9,Ukraine,826.4796,1.2099512196066304e-05,0.0005928760976072489,0.00014519414635279562,1,2.5,2,1
06 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.01,0.48,0.17,10,Ukraine,826.4796,1.2099512196066304e-05,0.0005807765854111825,0.00020569170733312716,1,2.5,2,1
13 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.01,1.25,0.19,10,Ukraine,826.4796,1.2099512196066304e-05,0.001512439024508288,0.00022989073172525977,2,2.7,3,1
20 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.0,1.02,0.15,10,Ukraine,826.4796,0.0,0.0012341502439987629,0.00018149268294099453,1,2.3,3,1
27 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.01,0.45,0.08,10,Ukraine,826.4796,1.2099512196066304e-05,0.0005444780488229837,9.679609756853043e-05,2,2.3,2,1
03 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.01,0.38,0.07,11,Ukraine,826.4796,1.2099512196066304e-05,0.00045978146345051953,8.469658537246413e-05,2,2.3,2,1
10 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.0,0.27,0.05,11,Ukraine,826.4796,0.0,0.00032668682929379024,6.049756098033152e-05,1,2.2,2,1
17 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.0,0.12,0.03,11,Ukraine,826.4796,0.0,0.00014519414635279562,3.6298536588198906e-05,2,2.2,2,1
24 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.0,0.1,0.02,11,Ukraine,826.4796,0.0,0.00012099512196066303,2.4199024392132608e-05,1,1.7,2,1
01 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.0,0.19,0.02,12,Ukraine,826.4796,0.0,0.00022989073172525977,2.4199024392132608e-05,1,1.3,2,1
08 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.0,0.07,0.01,12,Ukraine,826.4796,0.0,8.469658537246413e-05,1.2099512196066304e-05,1,1.7,2,1
15 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.0,0.06,0.01,12,Ukraine,826.4796,0.0,7.259707317639781e-05,1.2099512196066304e-05,1,1.3,2,1
22 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.0,0.08,0.01,12,Ukraine,826.4796,0.0,9.679609756853043e-05,1.2099512196066304e-05,1,1.3,2,1
29 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Ukraine,0.0,0.07,0.01,12,Ukraine,826.4796,0.0,8.469658537246413e-05,1.2099512196066304e-05,1,1.3,2,1
07 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.2,2.44,0.72,1,United States,17704.7843,1.1296381622678115e-05,0.00013781585579667298,4.066697384164121e-05,1,1.7,1,1
14 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.53,1.52,0.98,1,United States,17704.7843,2.9935411300097005e-05,8.585250033235368e-05,5.535226995112276e-05,1,1.7,2,1
21 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.56,1.87,1.11,1,United States,17704.7843,3.1629868543498724e-05,0.00010562116817204038,6.269491800586354e-05,1,1.7,1,1
28 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.62,2.69,1.37,1,United States,17704.7843,3.5018783030302154e-05,0.00015193633282502064,7.738021411534509e-05,1,1.7,1,1
04 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.51,2.61,1.35,2,United States,17704.7843,2.8805773137829192e-05,0.0001474177801759494,7.625057595307727e-05,1,1.7,2,1
11 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.59,2.54,1.47,2,United States,17704.7843,3.3324325786900436e-05,0.00014346404660801207,8.302840492668413e-05,1,1.7,2,1
18 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.4,3.89,1.64,2,United States,17704.7843,2.259276324535623e-05,0.00021971462256108933,9.263032930596054e-05,2,1.8,2,1
25 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.56,3.07,1.58,2,United States,17704.7843,3.1629868543498724e-05,0.00017339945790810905,8.924141481915711e-05,2,1.7,2,1
03 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.44,4.16,2.1,3,United States,17704.7843,2.4852039569891853e-05,0.0002349647377517048,0.0001186120070381202,2,1.8,2,1
10 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.05,5.03,2.87,3,United States,17704.7843,5.93060035190601e-05,0.0002841039978103546,0.00016210307628543094,2,1.8,2,2
17 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.79,6.12,2.99,3,United States,17704.7843,0.00010110261552296912,0.0003456692776539503,0.00016888090525903784,2,1.8,2,2
24 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.23,10.66,3.11,3,United States,17704.7843,6.94727469794704e-05,0.0006020971404887435,0.00017565873423264469,2,1.8,2,2
31 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.43,4.85,3.03,3,United States,17704.7843,8.076912860214851e-05,0.00027393725434994424,0.00017114018158357342,2,1.8,2,2
07 Apr,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.88,9.93,4.03,4,United States,17704.7843,0.00010618598725317427,0.0005608653475659683,0.00022762208969696402,2,1.8,2,2
14 Apr,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.62,11.41,4.11,4,United States,17704.7843,9.150069114369273e-05,0.0006444585715737864,0.00023214064234603529,2,1.8,2,2
21 Apr,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.97,6.06,2.53,4,United States,17704.7843,5.4787450869988855e-05,0.00034228036316714684,0.00014289922752687813,2,1.8,2,2
28 Apr,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.23,4.31,2.06,4,United States,17704.7843,6.94727469794704e-05,0.00024343702396871335,0.00011635273071358458,2,1.8,2,2
05 May,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.78,4.71,1.73,5,United States,17704.7843,4.405588832844465e-05,0.0002660297872140696,9.771370103616569e-05,2,1.8,2,1
12 May,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.61,10.89,2.17,5,United States,17704.7843,3.4453963949168246e-05,0.0006150879793548234,0.00012256574060605754,2,1.8,2,1
19 May,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.47,5.24,1.66,5,United States,17704.7843,2.6546496813293568e-05,0.0002959651985141666,9.375996746822834e-05,2,1.8,2,1
26 May,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.7,4.8,1.71,5,United States,17704.7843,3.95373356793734e-05,0.00027111315894427475,9.658406287389788e-05,2,1.8,2,1
02 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.62,7.77,2.15,6,United States,17704.7843,3.5018783030302154e-05,0.00043886442604104475,0.00012143610244378973,2,1.8,2,1
09 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.54,13.16,3.04,6,United States,17704.7843,3.050023038123091e-05,0.0007433019107722199,0.00017170500066470735,2,2.0,2,1
16 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.82,15.37,3.71,6,United States,17704.7843,4.631516465298027e-05,0.0008681269277028131,0.00020954787910067903,3,2.0,2,1
23 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.58,24.44,6.36,6,United States,17704.7843,3.275950670576653e-05,0.0013804178342912657,0.00035922493560116404,3,2.3,3,1
30 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.91,33.52,8.47,6,United States,17704.7843,5.1398536383185424e-05,0.0018932735599608522,0.0004784017617204182,3,2.3,3,2
07 Jul,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.45,23.62,7.22,7,United States,17704.7843,2.5416858651025758e-05,0.0013341026696382853,0.00040779937657867994,3,2.3,3,1
14 Jul,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.69,32.65,7.57,7,United States,17704.7843,3.897251659823949e-05,0.0018441342999022021,0.00042756804441836663,1,1.8,3,1
21 Jul,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.44,16.18,6.78,7,United States,17704.7843,8.133394768328242e-05,0.0009138772732746594,0.0003829473370087881,3,2.3,2,2
28 Jul,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.42,17.9,5.91,7,United States,17704.7843,8.02043095210146e-05,0.0010110261552296912,0.0003338080769501383,1,2.0,2,1
04 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.38,29.81,6.41,8,United States,17704.7843,7.794503319647899e-05,0.001683725680860173,0.0003620490310068336,2,2.3,2,1
11 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.4,21.35,7.12,8,United States,17704.7843,7.90746713587468e-05,0.0012058887382208887,0.00040215118576734086,1,2.2,2,1
18 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.93,31.88,8.2,8,United States,17704.7843,5.2528174545453235e-05,0.0018006432306548914,0.00046315164652980265,1,2.2,2,1
25 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.82,28.04,7.41,8,United States,17704.7843,4.631516465298027e-05,0.0015837527034994717,0.00041853093912022415,1,2.2,3,2
01 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.36,15.62,5.79,9,United States,17704.7843,7.681539503421118e-05,0.0008822474047311607,0.0003270302479765314,1,2.2,2,1
08 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.11,29.53,5.81,9,United States,17704.7843,6.269491800586354e-05,0.0016679107465884238,0.00032815988613879923,1,2.2,3,1
15 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.16,41.04,5.22,9,United States,17704.7843,6.551901341153305e-05,0.002318017508973549,0.0002948355603518988,1,2.2,3,1
22 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.04,9.96,2.93,9,United States,17704.7843,5.87411844379262e-05,0.0005625598048093702,0.0001654919907722344,1,2.2,2,1
29 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.85,9.17,2.69,9,United States,17704.7843,4.800962189638199e-05,0.0005179390973997916,0.00015193633282502064,1,1.8,2,1
06 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.98,7.45,2.46,10,United States,17704.7843,5.535226995112276e-05,0.0004207902154447598,0.0001389454939589408,1,1.7,2,1
13 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.74,4.92,1.93,10,United States,17704.7843,4.179661200390902e-05,0.0002778909879178816,0.0001090100826588438,2,1.8,2,1
20 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.05,5.71,2.36,10,United States,17704.7843,5.93060035190601e-05,0.00032251169532746015,0.00013329730314760174,1,1.8,2,1
27 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.93,18.92,3.57,10,United States,17704.7843,5.2528174545453235e-05,0.0010686377015053498,0.00020164041196480434,2,1.8,2,1
03 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.07,6.53,2.17,11,United States,17704.7843,6.043564168132792e-05,0.0003688268599804405,0.00012256574060605754,2,1.8,2,1
10 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.21,5.28,1.98,11,United States,17704.7843,6.83431088172026e-05,0.00029822447483870225,0.00011183417806451333,1,1.7,2,1
17 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,1.06,2.44,1.5,11,United States,17704.7843,5.987082260019401e-05,0.00013781585579667298,8.472286217008586e-05,2,1.8,2,1
24 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.56,2.56,1.3,11,United States,17704.7843,3.1629868543498724e-05,0.00014459368477027986,7.342648054740775e-05,1,1.7,2,1
01 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.44,2.22,1.06,12,United States,17704.7843,2.4852039569891853e-05,0.00012538983601172708,5.987082260019401e-05,1,1.7,2,1
08 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.52,5.48,1.33,12,United States,17704.7843,2.93705922189631e-05,0.00030952085646138036,7.512093779080947e-05,1,1.7,2,1
15 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.39,5.88,1.17,12,United States,17704.7843,2.2027944164222324e-05,0.00033211361970673654,6.608383249266696e-05,1,1.8,2,1
22 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.41,1.18,0.81,12,United States,17704.7843,2.3157582326490134e-05,6.664865157380087e-05,4.575034557184637e-05,1,1.7,2,1
29 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,America,United States,0.07,1.38,0.45,12,United States,17704.7843,3.9537335679373405e-06,7.794503319647899e-05,2.5416858651025758e-05,1,1.5,2,1
07 Jan,GWIS Weekly Burnt Areas,America,Brazil,9791.0,181570.0,85813.75,1,Brazil,51894.2395,0.1886721935678429,3.498846919223086,1.6536276632399631,1,1.5,1,1
14 Jan,GWIS Weekly Burnt Areas,America,Brazil,5899.0,288663.0,86437.17,1,Brazil,51894.2395,0.11367350320260497,5.562524911844984,1.6656409426714884,1,1.5,1,1
21 Jan,GWIS Weekly Burnt Areas,America,Brazil,12205.0,254970.0,79567.75,1,Brazil,51894.2395,0.23518988075738154,4.913262097231428,1.5332674833783815,1,1.5,1,1
28 Jan,GWIS Weekly Burnt Areas,America,Brazil,32021.0,291023.0,77631.25,1,Brazil,51894.2395,0.6170434388965272,5.608002021110647,1.4959512028305184,1,1.5,1,1
04 Feb,GWIS Weekly Burnt Areas,America,Brazil,22390.0,98202.0,59596.33,2,Brazil,51894.2395,0.43145443917720383,1.8923487644519772,1.14841898781463,1,1.5,1,1
11 Feb,GWIS Weekly Burnt Areas,America,Brazil,6147.0,128961.0,55714.67,2,Brazil,51894.2395,0.11845245366781026,2.4850735118683067,1.0736195488518527,1,1.5,1,1
18 Feb,GWIS Weekly Burnt Areas,America,Brazil,1577.0,124039.0,47505.67,2,Brazil,51894.2395,0.030388729369470766,2.390226761103224,0.9154324344612468,1,1.5,1,1
25 Feb,GWIS Weekly Burnt Areas,America,Brazil,4631.0,293890.0,53682.75,2,Brazil,51894.2395,0.08923919195308758,5.663249000883807,1.0344645285725789,1,1.5,1,2
03 Mar,GWIS Weekly Burnt Areas,America,Brazil,5416.0,179666.0,61977.67,3,Brazil,51894.2395,0.1043661117723866,3.4621569124257037,1.1943073180598396,1,1.3,1,1
10 Mar,GWIS Weekly Burnt Areas,America,Brazil,22355.0,133276.0,69548.25,3,Brazil,51894.2395,0.43077999052284016,2.568223395970568,1.3401921035956215,1,1.5,1,1
17 Mar,GWIS Weekly Burnt Areas,America,Brazil,31421.0,261019.0,72612.67,3,Brazil,51894.2395,0.6054814619645789,5.02982609466702,1.399243359178623,1,1.3,1,1
24 Mar,GWIS Weekly Burnt Areas,America,Brazil,18111.0,249450.0,84244.25,3,Brazil,51894.2395,0.34899827369085923,4.806891909457503,1.6233834585821418,1,1.3,1,1
31 Mar,GWIS Weekly Burnt Areas,America,Brazil,20116.0,165957.0,57875.67,3,Brazil,51894.2395,0.3876345466051198,3.197985009492238,1.11526193576842,1,1.2,1,1
07 Apr,GWIS Weekly Burnt Areas,America,Brazil,15792.0,153529.0,58689.92,4,Brazil,51894.2395,0.3043112328488791,2.958497927308483,1.1309525019631512,1,1.3,1,1
14 Apr,GWIS Weekly Burnt Areas,America,Brazil,23025.0,64785.0,44266.67,4,Brazil,51894.2395,0.44369086476351577,1.248404459227117,0.8530170289902793,1,1.3,1,1
21 Apr,GWIS Weekly Burnt Areas,America,Brazil,22081.0,107482.0,51917.92,4,Brazil,51894.2395,0.42550002105725043,2.071174007666111,1.0004563223245615,1,1.3,1,1
28 Apr,GWIS Weekly Burnt Areas,America,Brazil,35857.0,163690.0,68103.08,4,Brazil,51894.2395,0.6909630114147833,3.154300006651027,1.3123437332577155,1,1.3,1,1
05 May,GWIS Weekly Burnt Areas,America,Brazil,26154.0,150694.0,84404.0,5,Brazil,51894.2395,0.5039865744636262,2.903867586305027,1.626461834940273,1,1.3,1,1
12 May,GWIS Weekly Burnt Areas,America,Brazil,24494.0,208601.0,100301.0,5,Brazil,51894.2395,0.47199843828523586,4.01973324996891,1.932796413752243,1,1.5,1,1
19 May,GWIS Weekly Burnt Areas,America,Brazil,51058.0,235428.0,100212.83,5,Brazil,51894.2395,0.9838856969856933,4.536688508557871,1.9310973812420933,1,1.5,1,2
26 May,GWIS Weekly Burnt Areas,America,Brazil,70392.0,328186.0,145510.5,5,Brazil,51894.2395,1.3564511336561738,6.3241316023139715,2.80398174059377,1,1.5,1,2
02 Jun,GWIS Weekly Burnt Areas,America,Brazil,67364.0,277968.0,148939.67,6,Brazil,51894.2395,1.2981016900729414,5.356432673033005,2.870061714653319,1,1.7,1,2
09 Jun,GWIS Weekly Burnt Areas,America,Brazil,112139.0,256677.0,168960.58,6,Brazil,51894.2395,2.160914218619583,4.94615592160282,3.2558638806143403,1,1.7,1,2
16 Jun,GWIS Weekly Burnt Areas,America,Brazil,147418.0,244310.0,192684.08,6,Brazil,51894.2395,2.8407391922565894,4.707844307073813,3.713014813522799,1,1.7,1,2
23 Jun,GWIS Weekly Burnt Areas,America,Brazil,172141.0,323301.0,238577.42,6,Brazil,51894.2395,3.3171504517375188,6.229997840126359,4.597377710872899,1,1.8,1,2
30 Jun,GWIS Weekly Burnt Areas,America,Brazil,192850.0,375501.0,281325.67,6,Brazil,51894.2395,3.716212085543714,7.23588983320586,5.421134844841497,1,1.8,1,2
07 Jul,GWIS Weekly Burnt Areas,America,Brazil,150279.0,406535.0,285290.75,7,Brazil,51894.2395,2.8958705522604293,7.833913820049332,5.497541783997046,1,1.8,1,2
14 Jul,GWIS Weekly Burnt Areas,America,Brazil,271861.0,492918.0,357388.75,7,Brazil,51894.2395,5.238751017827325,9.498510908903482,6.886867472063059,1,1.7,1,2
21 Jul,GWIS Weekly Burnt Areas,America,Brazil,247862.0,1509624.0,536544.58,7,Brazil,51894.2395,4.776291210510947,29.090396439859184,10.339193428203142,1,1.8,1,2
28 Jul,GWIS Weekly Burnt Areas,America,Brazil,320294.0,1189638.0,691864.17,7,Brazil,51894.2395,6.172053065735745,22.924278522281842,13.332195955969256,1,1.8,1,2
04 Aug,GWIS Weekly Burnt Areas,America,Brazil,463338.0,1573078.0,960379.25,8,Brazil,51894.2395,8.92850544615843,30.31315258025893,18.50647122403634,1,2.0,1,2
11 Aug,GWIS Weekly Burnt Areas,America,Brazil,546023.0,2242124.0,1329031.92,8,Brazil,51894.2395,10.521842217188672,43.20564327761273,25.610394001438248,1,2.0,1,2
18 Aug,GWIS Weekly Burnt Areas,America,Brazil,545299.0,2714384.0,1742263.08,8,Brazil,51894.2395,10.507890765024122,52.30607532074923,33.57334256724197,1,2.0,1,2
25 Aug,GWIS Weekly Burnt Areas,America,Brazil,980138.0,2954795.0,1853857.75,8,Brazil,51894.2395,18.887221576876563,56.93878604772693,35.72376756768928,1,2.0,1,2
01 Sep,GWIS Weekly Burnt Areas,America,Brazil,820326.0,3508678.0,2117074.75,9,Brazil,51894.2395,15.807650481129027,67.61209016272413,40.795949037850335,1,2.0,1,2
08 Sep,GWIS Weekly Burnt Areas,America,Brazil,688740.0,4178212.0,2729585.58,9,Brazil,51894.2395,13.271993320183446,80.51398460131591,52.599009182897845,1,2.2,1,2
15 Sep,GWIS Weekly Burnt Areas,America,Brazil,1310463.0,4380797.0,2815887.67,9,Brazil,51894.2395,25.25257162695293,84.41778976258048,54.26204713916272,1,2.2,1,2
22 Sep,GWIS Weekly Burnt Areas,America,Brazil,1147804.0,3289551.0,2079925.33,9,Brazil,51894.2395,22.118138950663297,63.38952129744574,40.08008114272491,1,2.0,1,2
29 Sep,GWIS Weekly Burnt Areas,America,Brazil,825942.0,2920487.0,1688764.08,9,Brazil,51894.2395,15.915870585212064,56.277672206758126,32.542418894104806,1,2.0,1,2
06 Oct,GWIS Weekly Burnt Areas,America,Brazil,740446.0,3272541.0,1671301.75,10,Brazil,51894.2395,14.268365952255644,63.061739251425,32.20592046637469,1,2.0,1,2
13 Oct,GWIS Weekly Burnt Areas,America,Brazil,958363.0,3034158.0,1718216.33,10,Brazil,51894.2395,18.467618164054606,58.46810800647729,33.10996261926143,1,2.3,1,2
20 Oct,GWIS Weekly Burnt Areas,America,Brazil,593011.0,3193330.0,1429854.25,10,Brazil,51894.2395,11.427299170652649,61.53534632683074,27.553236424247046,1,2.0,1,2
27 Oct,GWIS Weekly Burnt Areas,America,Brazil,435505.0,2003430.0,1003559.25,10,Brazil,51894.2395,8.392164606246903,38.60601907462195,19.33854816390555,1,2.3,1,2
03 Nov,GWIS Weekly Burnt Areas,America,Brazil,221375.0,1154938.0,709973.33,11,Brazil,51894.2395,4.265887738850089,22.255610856384163,13.681158772930855,1,2.0,1,2
10 Nov,GWIS Weekly Burnt Areas,America,Brazil,26110.0,1273471.0,600957.83,11,Brazil,51894.2395,0.5031386961552833,24.53973720917521,11.580434279222839,1,1.8,1,2
17 Nov,GWIS Weekly Burnt Areas,America,Brazil,0.0,1536970.0,592932.67,11,Brazil,51894.2395,0.0,29.61735280849428,11.425789754564184,1,2.3,1,1
24 Nov,GWIS Weekly Burnt Areas,America,Brazil,0.0,1225933.0,418363.33,11,Brazil,51894.2395,0.0,23.623681776856944,8.061845284388452,1,1.8,1,1
01 Dec,GWIS Weekly Burnt Areas,America,Brazil,0.0,1450879.0,466137.08,12,Brazil,51894.2395,0.0,27.95838254841368,8.982443610142894,1,1.7,1,1
08 Dec,GWIS Weekly Burnt Areas,America,Brazil,0.0,933322.0,359416.42,12,Brazil,51894.2395,0.0,17.98507905679974,6.9259405950057324,1,1.7,1,1
15 Dec,GWIS Weekly Burnt Areas,America,Brazil,88278.0,778559.0,244213.25,12,Brazil,51894.2395,1.7011136659975525,15.002801996934553,4.705979938293536,1,1.7,1,2
22 Dec,GWIS Weekly Burnt Areas,America,Brazil,26127.0,475637.0,150376.0,12,Brazil,51894.2395,0.5034662855016885,9.165506703301817,2.8977397385310946,1,1.7,1,1
29 Dec,GWIS Weekly Burnt Areas,America,Brazil,39841.0,602320.0,138340.92,12,Brazil,51894.2395,0.7677345382429199,11.606683242751828,2.665824209640841,1,1.7,1,1
07 Jan,GWIS Weekly Burnt Areas,Europe,Spain,0.0,8652.0,1789.75,1,Spain,714.2029,0.0,12.11420452087215,2.5059405387460623,1,1.8,1,1
14 Jan,GWIS Weekly Burnt Areas,Europe,Spain,0.0,3507.0,789.0,1,Spain,714.2029,0.0,4.910369308217595,1.1047280821738472,1,1.8,1,1
21 Jan,GWIS Weekly Burnt Areas,Europe,Spain,0.0,939.0,239.17,1,Spain,714.2029,0.0,1.3147524323970121,0.33487682561916227,1,1.7,1,1
28 Jan,GWIS Weekly Burnt Areas,Europe,Spain,0.0,2868.0,493.25,1,Spain,714.2029,0.0,4.015665576266913,0.6906300716505072,1,1.7,1,1
04 Feb,GWIS Weekly Burnt Areas,Europe,Spain,0.0,8246.0,1309.0,2,Spain,714.2029,0.0,11.545738612934784,1.8328124962808188,1,1.8,1,1
11 Feb,GWIS Weekly Burnt Areas,Europe,Spain,0.0,4205.0,878.67,2,Spain,714.2029,0.0,5.887682617922722,1.2302806387372551,1,1.7,1,1
18 Feb,GWIS Weekly Burnt Areas,Europe,Spain,0.0,13409.0,2257.75,2,Spain,714.2029,0.0,18.77477674761612,3.1612165114423365,1,2.0,1,1
25 Feb,GWIS Weekly Burnt Areas,Europe,Spain,0.0,7495.0,2624.5,2,Spain,714.2029,0.0,10.494216699484138,3.6747260477379746,1,2.0,1,1
03 Mar,GWIS Weekly Burnt Areas,Europe,Spain,0.0,19999.0,3462.42,3,Spain,714.2029,0.0,28.00184653408716,4.847950071331271,1,2.0,1,1
10 Mar,GWIS Weekly Burnt Areas,Europe,Spain,142.0,15475.0,4284.17,3,Spain,714.2029,0.1988230515445961,21.66751213135651,5.998533469970509,1,2.0,1,1
17 Mar,GWIS Weekly Burnt Areas,Europe,Spain,0.0,17641.0,4293.67,3,Spain,714.2029,0.0,24.70026374857901,6.011835012151309,1,2.0,1,1
24 Mar,GWIS Weekly Burnt Areas,Europe,Spain,0.0,6458.0,2148.58,3,Spain,714.2029,0.0,9.042248358274659,3.008360789349917,1,1.8,1,1
31 Mar,GWIS Weekly Burnt Areas,Europe,Spain,0.0,47343.0,9845.58,3,Spain,714.2029,0.0,66.28788541743529,13.785410280467918,1,2.0,1,1
07 Apr,GWIS Weekly Burnt Areas,Europe,Spain,311.0,6964.0,2273.58,4,Spain,714.2029,0.4354504861293618,9.750730499694134,3.1833810812025547,1,1.7,1,1
14 Apr,GWIS Weekly Burnt Areas,Europe,Spain,0.0,14510.0,2041.83,4,Spain,714.2029,0.0,20.31635547825415,2.858893460107765,1,1.8,1,1
21 Apr,GWIS Weekly Burnt Areas,Europe,Spain,0.0,23309.0,3246.08,4,Spain,714.2029,0.0,32.636383862345,4.545038951816074,1,2.0,1,1
28 Apr,GWIS Weekly Burnt Areas,Europe,Spain,0.0,6248.0,986.5,4,Spain,714.2029,0.0,8.748214267962227,1.3812601433010143,1,1.7,1,1
05 May,GWIS Weekly Burnt Areas,Europe,Spain,0.0,1819.0,473.75,5,Spain,714.2029,0.0,2.5468952870395793,0.6633269061214957,1,1.5,1,1
12 May,GWIS Weekly Burnt Areas,Europe,Spain,0.0,2143.0,763.42,5,Spain,714.2029,0.0,3.0005478835216155,1.0689119296491234,1,1.7,1,1
19 May,GWIS Weekly Burnt Areas,Europe,Spain,0.0,16270.0,2910.92,5,Spain,714.2029,0.0,22.780641187539285,4.0757605436774345,1,2.2,1,1
