Day,metric_type,zone,country,Min,Max,Average,Month,Country,2021 carbon stock (million t),Norm Min,Norm Max,Norm Average,Average Score,Total Average Score,Max Score,Min Score
20 Oct,GWIS Weekly Number of Fires,America,Mexico,7.0,32.0,20.33,10,Mexico,2022.0035,0.003461912899755119,0.015825887541737686,0.010054384178860223,1,2.0,1,1
27 Oct,GWIS Weekly Number of Fires,America,Mexico,10.0,54.0,20.75,10,Mexico,2022.0035,0.004945589856793027,0.026706185226682347,0.01026209895284553,1,2.2,1,2
03 Nov,GWIS Weekly Number of Fires,America,Mexico,8.0,42.0,19.42,11,Mexico,2022.0035,0.0039564718854344216,0.020771477398530715,0.00960433550189206,1,2.2,1,2
10 Nov,GWIS Weekly Number of Fires,America,Mexico,1.0,51.0,23.75,11,Mexico,2022.0035,0.0004945589856793027,0.02522250826964444,0.01174577590988344,1,2.2,1,1
17 Nov,GWIS Weekly Number of Fires,America,Mexico,0.0,52.0,23.5,11,Mexico,2022.0035,0.0,0.02571706725532374,0.011622136163463614,1,2.2,1,1
24 Nov,GWIS Weekly Number of Fires,America,Mexico,0.0,49.0,25.83,11,Mexico,2022.0035,0.0,0.024233390298285834,0.012774458600096388,1,2.2,1,1
01 Dec,GWIS Weekly Number of Fires,America,Mexico,0.0,57.0,31.67,12,Mexico,2022.0035,0.0,0.028189862183720254,0.01566268307646352,1,2.3,1,1
08 Dec,GWIS Weekly Number of Fires,America,Mexico,0.0,74.0,37.5,12,Mexico,2022.0035,0.0,0.0365973649402684,0.018545961962973853,1,2.3,1,1
15 Dec,GWIS Weekly Number of Fires,America,Mexico,15.0,74.0,45.75,12,Mexico,2022.0035,0.007418384785189541,0.0365973649402684,0.0226260735948281,1,2.3,1,2
22 Dec,GWIS Weekly Number of Fires,America,Mexico,26.0,74.0,48.25,12,Mexico,2022.0035,0.01285853362766187,0.0365973649402684,0.023862471059026356,1,2.3,1,2
29 Dec,GWIS Weekly Number of Fires,America,Mexico,20.0,87.0,48.58,12,Mexico,2022.0035,0.009891179713586055,0.043026631754099334,0.024025675524300526,1,2.3,1,2
07 Jan,GWIS Weekly Number of Fires,Europe,Russia,0.0,50.0,27.33,1,Russia,40896.0299,0.0,0.001222612564648971,0.0006682800278371275,1,1.3,1,1
14 Jan,GWIS Weekly Number of Fires,Europe,Russia,0.0,55.0,31.08,1,Russia,40896.0299,0.0,0.001344873821113868,0.0007599759701858003,1,1.2,1,1
21 Jan,GWIS Weekly Number of Fires,Europe,Russia,20.0,46.0,29.67,1,Russia,40896.0299,0.0004890450258595884,0.0011248035594770532,0.0007254982958626993,1,1.2,1,1
28 Jan,GWIS Weekly Number of Fires,Europe,Russia,15.0,68.0,34.92,1,Russia,40896.0299,0.00036678376939469127,0.0016627530879226005,0.0008538726151508414,1,1.2,1,1
04 Feb,GWIS Weekly Number of Fires,Europe,Russia,9.0,93.0,36.33,2,Russia,40896.0299,0.00022007026163681478,0.0022740593702470857,0.0008883502894739422,1,1.0,1,1
11 Feb,GWIS Weekly Number of Fires,Europe,Russia,0.0,124.0,51.17,2,Russia,40896.0299,0.0,0.003032079160329448,0.001251221698661757,1,1.0,1,1
18 Feb,GWIS Weekly Number of Fires,Europe,Russia,1.0,281.0,70.33,2,Russia,40896.0299,2.445225129297942e-05,0.006871082613327217,0.0017197268334352425,1,1.3,1,1
25 Feb,GWIS Weekly Number of Fires,Europe,Russia,7.0,554.0,111.75,2,Russia,40896.0299,0.00017116575905085592,0.013546547216310599,0.00273253908199045,1,1.5,1,1
03 Mar,GWIS Weekly Number of Fires,Europe,Russia,3.0,565.0,156.17,3,Russia,40896.0299,7.335675387893826e-05,0.013815521980533372,0.0038187080844245954,1,1.5,1,1
10 Mar,GWIS Weekly Number of Fires,Europe,Russia,64.0,865.0,362.5,3,Russia,40896.0299,0.0015649440827506828,0.0211511973684272,0.008863941093705039,1,1.5,1,1
17 Mar,GWIS Weekly Number of Fires,Europe,Russia,93.0,1200.0,401.67,3,Russia,40896.0299,0.0022740593702470857,0.0293427015515753,0.009821735776851043,1,1.5,1,1
24 Mar,GWIS Weekly Number of Fires,Europe,Russia,131.0,2080.0,799.92,3,Russia,40896.0299,0.0032032449193803037,0.05086068268939719,0.019559844854280094,1,1.7,1,1
31 Mar,GWIS Weekly Number of Fires,Europe,Russia,218.0,3244.0,1186.0,3,Russia,40896.0299,0.005330590781869513,0.07932310319442523,0.02900037003347359,1,1.7,1,1
07 Apr,GWIS Weekly Number of Fires,Europe,Russia,305.0,2456.0,1257.75,4,Russia,40896.0299,0.007457936644358723,0.06005472917555745,0.030754819063744863,1,1.8,1,1
14 Apr,GWIS Weekly Number of Fires,Europe,Russia,743.0,3690.0,2253.67,4,Russia,40896.0299,0.01816802271068371,0.09022880727109406,0.05510730517144893,1,2.0,1,2
21 Apr,GWIS Weekly Number of Fires,Europe,Russia,632.0,4912.0,2394.58,4,Russia,40896.0299,0.015453822817162993,0.1201094583511149,0.05855287190114265,1,2.0,1,2
28 Apr,GWIS Weekly Number of Fires,Europe,Russia,1309.0,3100.0,2102.92,4,Russia,40896.0299,0.03200799694251006,0.0758019790082362,0.05142112828903228,1,2.2,1,2
05 May,GWIS Weekly Number of Fires,Europe,Russia,635.0,3090.0,1760.5,5,Russia,40896.0299,0.015527179571041931,0.0755574564953064,0.043048188401290266,1,2.2,1,2
12 May,GWIS Weekly Number of Fires,Europe,Russia,521.0,1988.0,1298.42,5,Russia,40896.0299,0.012739622923642276,0.048611075570443085,0.03174929212383034,1,2.2,1,2
19 May,GWIS Weekly Number of Fires,Europe,Russia,244.0,1912.0,720.42,5,Russia,40896.0299,0.005966349315486978,0.04675270447217665,0.01761589087648823,1,2.2,1,2
26 May,GWIS Weekly Number of Fires,Europe,Russia,240.0,891.0,434.33,5,Russia,40896.0299,0.00586854031031506,0.02178695590204466,0.01062034630407975,1,2.0,1,2
02 Jun,GWIS Weekly Number of Fires,Europe,Russia,151.0,869.0,329.92,6,Russia,40896.0299,0.003692289945239892,0.021249006373599114,0.00806728674657977,1,2.0,1,2
09 Jun,GWIS Weekly Number of Fires,Europe,Russia,179.0,801.0,305.92,6,Russia,40896.0299,0.004376952981443316,0.019586253285676515,0.007480432715548264,1,2.0,1,2
16 Jun,GWIS Weekly Number of Fires,Europe,Russia,193.0,1207.0,359.25,6,Russia,40896.0299,0.0047192844995450275,0.02951386731062616,0.008784471277002857,1,2.2,1,2
23 Jun,GWIS Weekly Number of Fires,Europe,Russia,97.0,1277.0,506.67,6,Russia,40896.0299,0.0023718683754190037,0.031225524901134716,0.012389222162613883,1,2.3,1,2
30 Jun,GWIS Weekly Number of Fires,Europe,Russia,298.0,1341.0,603.0,6,Russia,40896.0299,0.007286770885307867,0.0327904689838854,0.01474470752966659,1,2.3,1,2
07 Jul,GWIS Weekly Number of Fires,Europe,Russia,352.0,1365.0,610.33,7,Russia,40896.0299,0.008607192455128755,0.03337732301491691,0.014923942531644129,1,2.3,1,2
14 Jul,GWIS Weekly Number of Fires,Europe,Russia,278.0,1236.0,659.75,7,Russia,40896.0299,0.006797725859448278,0.03022298259812256,0.01613237279054317,1,2.0,1,2
21 Jul,GWIS Weekly Number of Fires,Europe,Russia,466.0,1454.0,724.17,7,Russia,40896.0299,0.011394749102528409,0.03555357337999208,0.017707586818836905,1,2.3,1,2
28 Jul,GWIS Weekly Number of Fires,Europe,Russia,476.0,1553.0,814.92,7,Russia,40896.0299,0.011639271615458203,0.03797434625799704,0.019926628623674787,1,2.0,1,2
04 Aug,GWIS Weekly Number of Fires,Europe,Russia,433.0,1801.0,882.33,8,Russia,40896.0299,0.010587824809860088,0.044038504578655935,0.02157495488333453,1,2.3,1,2
11 Aug,GWIS Weekly Number of Fires,Europe,Russia,415.0,1240.0,845.17,8,Russia,40896.0299,0.010147684286586458,0.03032079160329448,0.020666309225287414,1,2.0,1,2
18 Aug,GWIS Weekly Number of Fires,Europe,Russia,261.0,1124.0,640.67,8,Russia,40896.0299,0.0063820375874676285,0.027484330453308867,0.015665823835873123,1,2.0,1,2
25 Aug,GWIS Weekly Number of Fires,Europe,Russia,228.0,1048.0,514.33,8,Russia,40896.0299,0.005575113294799308,0.02562595935504243,0.012576526407518105,1,1.8,1,2
01 Sep,GWIS Weekly Number of Fires,Europe,Russia,272.0,710.0,456.67,9,Russia,40896.0299,0.006651012351690402,0.017361098418015388,0.011166609597964911,1,1.7,1,2
08 Sep,GWIS Weekly Number of Fires,Europe,Russia,147.0,661.0,401.92,9,Russia,40896.0299,0.0035944809400679746,0.016162938104659397,0.009827848839674289,1,1.7,1,2
15 Sep,GWIS Weekly Number of Fires,Europe,Russia,125.0,817.0,436.33,9,Russia,40896.0299,0.0030565314116224275,0.019977489306364185,0.01066925080666571,1,1.7,1,2
22 Sep,GWIS Weekly Number of Fires,Europe,Russia,122.0,1051.0,539.33,9,Russia,40896.0299,0.002983174657743489,0.02569931610892137,0.013187832689842591,1,1.7,1,2
29 Sep,GWIS Weekly Number of Fires,Europe,Russia,137.0,1349.0,530.42,9,Russia,40896.0299,0.0033499584271381804,0.03298608699422924,0.012969963130822142,1,1.7,1,2
06 Oct,GWIS Weekly Number of Fires,Europe,Russia,140.0,882.0,461.17,10,Russia,40896.0299,0.0034233151810171185,0.021566885640407846,0.011276644728783319,1,1.5,1,2
13 Oct,GWIS Weekly Number of Fires,Europe,Russia,218.0,1268.0,557.75,10,Russia,40896.0299,0.005330590781869513,0.031005454639497904,0.013638243158659271,1,1.8,1,2
20 Oct,GWIS Weekly Number of Fires,Europe,Russia,142.0,1239.0,475.92,10,Russia,40896.0299,0.0034722196836030773,0.0302963393520015,0.011637315435354765,1,1.5,1,2
27 Oct,GWIS Weekly Number of Fires,Europe,Russia,189.0,784.0,402.83,10,Russia,40896.0299,0.00462147549437311,0.019170565013695864,0.009850100388350899,1,1.7,1,2
03 Nov,GWIS Weekly Number of Fires,Europe,Russia,96.0,554.0,284.92,11,Russia,40896.0299,0.0023474161241260243,0.013546547216310599,0.006966935438395696,1,1.5,1,1
10 Nov,GWIS Weekly Number of Fires,Europe,Russia,28.0,308.0,173.58,11,Russia,40896.0299,0.0006846630362034237,0.007531293398237661,0.004244421779435368,1,1.3,1,1
17 Nov,GWIS Weekly Number of Fires,Europe,Russia,0.0,131.0,82.92,11,Russia,40896.0299,0.0,0.0032032449193803037,0.0020275806772138533,1,1.5,1,1
24 Nov,GWIS Weekly Number of Fires,Europe,Russia,0.0,154.0,69.33,11,Russia,40896.0299,0.0,0.0037656466991188306,0.001695274582142263,1,1.3,1,1
01 Dec,GWIS Weekly Number of Fires,Europe,Russia,0.0,116.0,47.0,12,Russia,40896.0299,0.0,0.0028364611499856127,0.0011492558107700328,1,1.3,1,1
08 Dec,GWIS Weekly Number of Fires,Europe,Russia,0.0,75.0,36.5,12,Russia,40896.0299,0.0,0.0018339188469734564,0.0008925071721937488,1,1.0,1,1
15 Dec,GWIS Weekly Number of Fires,Europe,Russia,15.0,59.0,35.08,12,Russia,40896.0299,0.00036678376939469127,0.0014426828262857857,0.000857784975357718,1,1.2,1,1
22 Dec,GWIS Weekly Number of Fires,Europe,Russia,13.0,77.0,39.58,12,Russia,40896.0299,0.00031787926680873247,0.0018828233495594153,0.0009678201061761254,1,1.0,1,1
29 Dec,GWIS Weekly Number of Fires,Europe,Russia,11.0,68.0,35.58,12,Russia,40896.0299,0.0002689747642227736,0.0016627530879226005,0.0008700111010042077,1,1.0,1,1
07 Jan,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.5,1,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.03088535972178468,1,2.8,1,1
14 Jan,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.58,1,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.03582701727727022,1,2.8,1,1
21 Jan,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,3.0,0.67,1,Saudi Arabia,16.1889,0.0,0.18531215833070808,0.04138638202719147,1,2.8,1,1
28 Jan,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,1.0,0.5,1,Saudi Arabia,16.1889,0.0,0.06177071944356936,0.03088535972178468,1,2.8,1,1
04 Feb,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,0.0,0.0,2,Saudi Arabia,16.1889,0.0,0.0,0.0,1,3.0,1,1
11 Feb,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.42,2,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.02594370216629913,1,3.0,1,1
18 Feb,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,1.0,0.25,2,Saudi Arabia,16.1889,0.0,0.06177071944356936,0.01544267986089234,1,3.3,1,1
25 Feb,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,1.0,0.33,2,Saudi Arabia,16.1889,0.0,0.06177071944356936,0.02038433741637789,1,3.2,1,1
03 Mar,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.58,3,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.03582701727727022,1,3.5,1,1
10 Mar,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,1.0,0.17,3,Saudi Arabia,16.1889,0.0,0.06177071944356936,0.010501022305406792,1,3.3,1,1
17 Mar,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.5,3,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.03088535972178468,1,3.3,1,1
24 Mar,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.5,3,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.03088535972178468,1,3.2,1,1
31 Mar,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,3.0,0.75,3,Saudi Arabia,16.1889,0.0,0.18531215833070808,0.04632803958267702,1,3.2,1,1
07 Apr,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,3.0,0.42,4,Saudi Arabia,16.1889,0.0,0.18531215833070808,0.02594370216629913,1,3.3,1,1
14 Apr,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.58,4,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.03582701727727022,1,3.3,1,1
21 Apr,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.33,4,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.02038433741637789,1,3.3,1,1
28 Apr,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.17,4,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.010501022305406792,1,3.5,1,1
05 May,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,1.0,0.25,5,Saudi Arabia,16.1889,0.0,0.06177071944356936,0.01544267986089234,1,3.5,1,1
12 May,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.5,5,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.03088535972178468,1,3.5,1,1
19 May,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,3.0,0.58,5,Saudi Arabia,16.1889,0.0,0.18531215833070808,0.03582701727727022,1,3.5,1,1
26 May,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.92,5,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.056829061888083815,1,3.5,1,1
02 Jun,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,4.0,1.08,6,Saudi Arabia,16.1889,0.0,0.24708287777427743,0.06671237699905491,1,3.5,1,1
09 Jun,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,3.0,0.92,6,Saudi Arabia,16.1889,0.0,0.18531215833070808,0.056829061888083815,1,3.5,1,1
16 Jun,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,6.0,1.92,6,Saudi Arabia,16.1889,0.0,0.37062431666141615,0.11859978133165316,1,3.5,1,1
23 Jun,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,4.0,1.67,6,Saudi Arabia,16.1889,0.0,0.24708287777427743,0.10315710147076082,1,3.5,1,1
30 Jun,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,4.0,1.08,6,Saudi Arabia,16.1889,0.0,0.24708287777427743,0.06671237699905491,1,3.5,1,1
07 Jul,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,1.25,7,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.0772133993044617,1,3.5,1,1
14 Jul,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,3.0,0.92,7,Saudi Arabia,16.1889,0.0,0.18531215833070808,0.056829061888083815,1,3.0,1,1
21 Jul,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.58,7,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.03582701727727022,1,3.5,1,1
28 Jul,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,1.0,0.25,7,Saudi Arabia,16.1889,0.0,0.06177071944356936,0.01544267986089234,1,3.0,1,1
04 Aug,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,3.0,0.58,8,Saudi Arabia,16.1889,0.0,0.18531215833070808,0.03582701727727022,1,3.5,1,1
11 Aug,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,1.0,0.42,8,Saudi Arabia,16.1889,0.0,0.06177071944356936,0.02594370216629913,1,3.0,1,1
18 Aug,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,3.0,0.83,8,Saudi Arabia,16.1889,0.0,0.18531215833070808,0.05126969713816257,1,3.0,1,1
25 Aug,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,4.0,0.58,8,Saudi Arabia,16.1889,0.0,0.24708287777427743,0.03582701727727022,1,3.0,1,1
01 Sep,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.5,9,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.03088535972178468,1,3.0,1,1
08 Sep,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.5,9,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.03088535972178468,1,3.0,1,1
15 Sep,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,1.0,0.42,9,Saudi Arabia,16.1889,0.0,0.06177071944356936,0.02594370216629913,1,3.0,1,1
22 Sep,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.67,9,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.04138638202719147,1,3.0,1,1
29 Sep,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,4.0,1.0,9,Saudi Arabia,16.1889,0.0,0.24708287777427743,0.06177071944356936,1,3.0,1,1
06 Oct,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,4.0,1.0,10,Saudi Arabia,16.1889,0.0,0.24708287777427743,0.06177071944356936,1,3.0,1,1
13 Oct,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,5.0,1.25,10,Saudi Arabia,16.1889,0.0,0.3088535972178468,0.0772133993044617,1,3.5,1,1
20 Oct,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,6.0,1.25,10,Saudi Arabia,16.1889,0.0,0.37062431666141615,0.0772133993044617,1,3.0,1,1
27 Oct,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,4.0,0.83,10,Saudi Arabia,16.1889,0.0,0.24708287777427743,0.05126969713816257,1,3.5,1,1
03 Nov,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.67,11,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.04138638202719147,1,3.5,1,1
10 Nov,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,3.0,0.67,11,Saudi Arabia,16.1889,0.0,0.18531215833070808,0.04138638202719147,1,3.0,1,1
17 Nov,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.25,11,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.01544267986089234,1,3.5,1,1
24 Nov,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,3.0,0.5,11,Saudi Arabia,16.1889,0.0,0.18531215833070808,0.03088535972178468,1,2.8,1,1
01 Dec,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,3.0,0.25,12,Saudi Arabia,16.1889,0.0,0.18531215833070808,0.01544267986089234,1,3.0,1,1
08 Dec,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.33,12,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.02038433741637789,1,3.0,1,1
15 Dec,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.42,12,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.02594370216629913,1,3.0,1,1
22 Dec,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.33,12,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.02038433741637789,1,2.8,1,1
29 Dec,GWIS Weekly Number of Fires,Asia,Saudi Arabia,0.0,2.0,0.33,12,Saudi Arabia,16.1889,0.0,0.12354143888713871,0.02038433741637789,1,3.0,1,1
07 Jan,GWIS Weekly Number of Fires,Africa,Uganda,52.0,1118.0,518.17,1,Uganda,128.3824,0.4050399431697803,8.708358778150277,4.036145141390097,5,4.2,5,1
14 Jan,GWIS Weekly Number of Fires,Africa,Uganda,46.0,969.0,554.08,1,Uganda,128.3824,0.35830456511172876,7.54776355637533,4.315856379067537,5,4.2,3,2
21 Jan,GWIS Weekly Number of Fires,Africa,Uganda,17.0,939.0,470.42,1,Uganda,128.3824,0.1324169044978128,7.314086666085071,3.6642094243447705,5,4.2,3,2
28 Jan,GWIS Weekly Number of Fires,Africa,Uganda,297.0,1174.0,517.5,1,Uganda,128.3824,2.313401213873553,9.144555640025425,4.0309263575069485,5,4.2,5,2
04 Feb,GWIS Weekly Number of Fires,Africa,Uganda,35.0,1248.0,447.42,2,Uganda,128.3824,0.2726230386719675,9.720958636074727,3.4850571417889062,1,3.0,1,2
11 Feb,GWIS Weekly Number of Fires,Africa,Uganda,10.0,985.0,412.33,2,Uganda,128.3824,0.07789229676341929,7.6723912311968006,3.2117330724460675,5,4.0,5,2
18 Feb,GWIS Weekly Number of Fires,Africa,Uganda,5.0,525.0,262.33,2,Uganda,128.3824,0.03894614838170964,4.089345580079513,2.043348620994778,5,4.5,4,2
25 Feb,GWIS Weekly Number of Fires,Africa,Uganda,0.0,666.0,161.25,2,Uganda,128.3824,0.0,5.187626964443725,1.256013285310136,4,4.2,5,1
03 Mar,GWIS Weekly Number of Fires,Africa,Uganda,0.0,469.0,127.67,3,Uganda,128.3824,0.0,3.6531487182043647,0.9944509527785741,3,3.7,3,1
10 Mar,GWIS Weekly Number of Fires,Africa,Uganda,9.0,280.0,78.92,3,Uganda,128.3824,0.07010306708707736,2.18098430937574,0.6147260060569051,2,3.3,2,2
17 Mar,GWIS Weekly Number of Fires,Africa,Uganda,2.0,178.0,53.83,3,Uganda,128.3824,0.015578459352683859,1.3864828823888633,0.419294233477486,1,3.2,1,2
24 Mar,GWIS Weekly Number of Fires,Africa,Uganda,0.0,58.0,27.42,3,Uganda,128.3824,0.0,0.45177532122783187,0.2135806777252957,1,3.0,1,1
31 Mar,GWIS Weekly Number of Fires,Africa,Uganda,1.0,30.0,7.75,3,Uganda,128.3824,0.0077892296763419295,0.23367689029025787,0.06036652999164995,1,2.5,1,1
07 Apr,GWIS Weekly Number of Fires,Africa,Uganda,0.0,32.0,7.92,4,Uganda,128.3824,0.0,0.24925534964294174,0.06169069903662808,1,2.7,1,1
14 Apr,GWIS Weekly Number of Fires,Africa,Uganda,0.0,17.0,4.42,4,Uganda,128.3824,0.0,0.1324169044978128,0.034428395169431324,1,2.3,1,1
21 Apr,GWIS Weekly Number of Fires,Africa,Uganda,0.0,6.0,1.25,4,Uganda,128.3824,0.0,0.04673537805805157,0.00973653709542741,1,2.0,1,1
28 Apr,GWIS Weekly Number of Fires,Africa,Uganda,0.0,9.0,1.08,4,Uganda,128.3824,0.0,0.07010306708707736,0.008412368050449284,1,2.0,1,1
05 May,GWIS Weekly Number of Fires,Africa,Uganda,0.0,4.0,1.17,5,Uganda,128.3824,0.0,0.031156918705367718,0.009113398721320056,1,2.0,1,1
12 May,GWIS Weekly Number of Fires,Africa,Uganda,0.0,8.0,1.67,5,Uganda,128.3824,0.0,0.062313837410735436,0.013008013559491022,1,2.0,1,1
19 May,GWIS Weekly Number of Fires,Africa,Uganda,0.0,9.0,3.33,5,Uganda,128.3824,0.0,0.07010306708707736,0.025938134822218625,1,2.2,1,1
26 May,GWIS Weekly Number of Fires,Africa,Uganda,0.0,13.0,4.58,5,Uganda,128.3824,0.0,0.10125998579244508,0.035674671917646034,1,2.5,1,1
02 Jun,GWIS Weekly Number of Fires,Africa,Uganda,0.0,16.0,4.67,6,Uganda,128.3824,0.0,0.12462767482147087,0.03637570258851681,1,2.5,1,1
09 Jun,GWIS Weekly Number of Fires,Africa,Uganda,0.0,19.0,6.5,6,Uganda,128.3824,0.0,0.14799536385049666,0.05062999289622254,1,2.5,1,1
16 Jun,GWIS Weekly Number of Fires,Africa,Uganda,0.0,18.0,7.83,6,Uganda,128.3824,0.0,0.14020613417415473,0.0609896683657573,1,2.8,1,1
23 Jun,GWIS Weekly Number of Fires,Africa,Uganda,0.0,17.0,6.0,6,Uganda,128.3824,0.0,0.1324169044978128,0.04673537805805157,1,2.5,1,1
30 Jun,GWIS Weekly Number of Fires,Africa,Uganda,1.0,30.0,12.92,6,Uganda,128.3824,0.0077892296763419295,0.23367689029025787,0.10063684741833773,1,3.0,1,2
07 Jul,GWIS Weekly Number of Fires,Africa,Uganda,3.0,67.0,20.83,7,Uganda,128.3824,0.023367689029025786,0.5218783883149093,0.16224965415820236,1,3.0,1,2
14 Jul,GWIS Weekly Number of Fires,Africa,Uganda,0.0,126.0,24.42,7,Uganda,128.3824,0.0,0.9814429392190831,0.19021298869626993,1,2.7,1,1
21 Jul,GWIS Weekly Number of Fires,Africa,Uganda,4.0,74.0,29.42,7,Uganda,128.3824,0.031156918705367718,0.5764029960493028,0.22915913707797958,1,3.0,1,2
28 Jul,GWIS Weekly Number of Fires,Africa,Uganda,1.0,41.0,18.5,7,Uganda,128.3824,0.0077892296763419295,0.3193584167300191,0.1441007490123257,1,2.7,1,2
04 Aug,GWIS Weekly Number of Fires,Africa,Uganda,3.0,65.0,14.17,8,Uganda,128.3824,0.023367689029025786,0.5062999289622254,0.11037338451376513,1,2.8,1,2
11 Aug,GWIS Weekly Number of Fires,Africa,Uganda,0.0,27.0,11.75,8,Uganda,128.3824,0.0,0.2103092012612321,0.09152344869701767,1,2.3,1,1
18 Aug,GWIS Weekly Number of Fires,Africa,Uganda,0.0,31.0,12.92,8,Uganda,128.3824,0.0,0.2414661199665998,0.10063684741833773,1,2.3,1,1
25 Aug,GWIS Weekly Number of Fires,Africa,Uganda,1.0,97.0,18.0,8,Uganda,128.3824,0.0077892296763419295,0.7555552786051671,0.14020613417415473,1,2.3,1,2
01 Sep,GWIS Weekly Number of Fires,Africa,Uganda,0.0,63.0,16.42,9,Uganda,128.3824,0.0,0.49072146960954155,0.1278991512855345,1,2.3,1,1
08 Sep,GWIS Weekly Number of Fires,Africa,Uganda,0.0,42.0,12.58,9,Uganda,128.3824,0.0,0.327147646406361,0.09798850932838146,1,2.3,1,1
15 Sep,GWIS Weekly Number of Fires,Africa,Uganda,0.0,100.0,22.08,9,Uganda,128.3824,0.0,0.7789229676341929,0.1719861912536298,1,2.3,1,1
22 Sep,GWIS Weekly Number of Fires,Africa,Uganda,0.0,77.0,15.67,9,Uganda,128.3824,0.0,0.5997706850783285,0.12205722902827802,1,2.3,1,1
